original_text,text,label
Thala fans trailer share ponnu ga 1m varunum,thala fans trailer share ponnu ga 1m varunum,Positive
Evan eval dislike panathu avanka ellarukum 3 subject arrear varum,evan eval dislike panathu avanka ellarukum 3 subject arrear varum,Mixed_feelings
Thala film na la yuvan miratukirar....,thala film na la yuvan miratukirar....,Mixed_feelings
730k likes reached aairuku pangalingala adichi thookalamaa ‍‍‍‍‍‍‍,730k likes reached aairuku pangalingala adichi thookalamaa ‍‍‍‍‍‍‍,Negative
Thalai rasika matume neraiya fans irukanga apparam natipa rasika veriyoda irukanga,thalai rasika matume neraiya fans irukanga apparam natipa rasika veriyoda irukanga,Positive
any loosu pasanga irukangala. trailara kurai solla,any loosu pasanga irukangala. trailara kurai solla,Negative
Want to see you in Hindi Movie,want to see you in hindi movie,Positive
Enna da 2days ku mela aguthu innum 1miliyan like varala. Eppo than varum 3 month apram ahh..,enna da 2days ku mela aguthu innum 1miliyan like varala. eppo than varum 3 month apram ahh..,Positive
Kar di tatti original movie par...,kar di tatti original movie par...,Positive
Pink Vali Feeling    Par story me dam hai,pink vali feeling par story me dam hai,Positive
60k dislike like pannatti parava illa da aenda dislike pantringa this movie awesome,60k dislike like pannatti parava illa da aenda dislike pantringa this movie awesome,Positive
Vishvasam padam edutha vishvasam Enna nu theriyadha  Rendu perukum vishvasam ma irukanum na sombuthanda adikkanum,vishvasam padam edutha vishvasam enna nu theriyadha rendu perukum vishvasam ma irukanum na sombuthanda adikkanum,Positive
Ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,Positive
"Ellarum Ajith likers, koliwood king acting young","ellarum ajith likers, koliwood king acting young",Positive
Trailer eh ivlo mass uh na...!! Padathula ennalam thala pannirupaaro,trailer eh ivlo mass uh na...!! padathula ennalam thala pannirupaaro,Positive
അസധോമ സദ്ഗമയാ .thala adv.lal Krishna is loading..,അസധോമ സദ്ഗമയാ .thala adv.lal krishna is loading..,not-Tamil
Billa star Ajith Kumar Rasigargal madurai,billa star ajith kumar rasigargal madurai,Positive
Thalathan massss mathavanga ellarum thusiiii,thalathan massss mathavanga ellarum thusiiii,Negative
Thala fans oru million like Pannunga,thala fans oru million like pannunga,Positive
Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala masssssss,thala thala thala thala thala thala thala thala thala thala thala thala masssssss,Positive
``Oruthar mela neenga vishvasam katradhukaga innoruthara yea  asinga paduthuringa..  Vera levelllllll,``oruthar mela neenga vishvasam katradhukaga innoruthara yea asinga paduthuringa.. vera levelllllll,Positive
Thala mass Dialogue  Therika vidalama madri padam irukum solravanga mattum like podunga,thala mass dialogue therika vidalama madri padam irukum solravanga mattum like podunga,Positive
No 2 trending in malaysia,no 2 trending in malaysia,Positive
Mokka nu solluravangalukku sister irukkathu irutha solla mattanganga,mokka nu solluravangalukku sister irukkathu irutha solla mattanganga,Negative
Thala innaikutha enakku theirum trailer vanthathu,thala innaikutha enakku theirum trailer vanthathu,Positive
pink movie ka remake hai ye,pink movie ka remake hai ye,Positive
FIRST DAY FIRST SHOW (FDFS)  ANYONE?,first day first show (fdfs) anyone?,Positive
நெறைய நெறைய நெறைய like views vanthukitte irukku,நெறைய நெறைய நெறைய like views vanthukitte irukku,Positive
Innume 1 million like varalla  hahh  fans  Power avalave Thana ..mokka vai savdal poda vidda potham,innume 1 million like varalla hahh fans power avalave thana ..mokka vai savdal poda vidda potham,Negative
Robot speaks about nerkonda paarvai,robot speaks about nerkonda paarvai,Mixed_feelings
FDFS Ku wait Pandravanga Ethana peru....!!! Survey  #Thala..,fdfs ku wait pandravanga ethana peru....!!! survey thala..,Positive
Bgm sema .......thala oada expressions,bgm sema .......thala oada expressions,Positive
Again and again........    Watching......,again and again........ watching......,Positive
World wide you tupe trending no#1   Nerkonda paarvai... Mass katriga thala..,world wide you tupe trending no 1 nerkonda paarvai... mass katriga thala..,Positive
Trailer vanthathuku apram padathuku ethirparppu athikam ayitu.. Sema,trailer vanthathuku apram padathuku ethirparppu athikam ayitu.. sema,Positive
Remake aah erunthalum nalla than erukku,remake aah erunthalum nalla than erukku,Positive
adutha vaaram thaan indha maanam ketta padathuku 10m views varumnu nenaikiravanga like podunga.,adutha vaaram thaan indha maanam ketta padathuku 10m views varumnu nenaikiravanga like podunga.,Positive
So many many many many ....like this,so many many many many ....like this,Positive
Highest Liked TRAILER in Kollywood\r \r 1) Viswasam - 1.4M\r \r 2) NerkondaPaarvai - 725 K (real time likes )\r \r 3) Petta - 713K,highest liked trailer in kollywood\r \r 1) viswasam - 1.4m\r \r 2) nerkondapaarvai - 725 k (real time likes )\r \r 3) petta - 713k,Positive
King of kollywood + king of bgm,king of kollywood + king of bgm,Positive
Idhu oru two days munadi soliirikakoodadha likes inneram evaloo vanthirikkum,idhu oru two days munadi soliirikakoodadha likes inneram evaloo vanthirikkum,Positive
"11m cross panniruchu Sahoo, NKP ku o .. oooo","11m cross panniruchu sahoo, nkp ku o .. oooo",Positive
thala fans ennada Seireenga trailer vanthu  3naal aachu innum 10M varalla...,thala fans ennada seireenga trailer vanthu 3naal aachu innum 10m varalla...,Mixed_feelings
Oruthar meela neenga visuvasam katurathukaga inoruthara yen asinga paduthiringa.....,oruthar meela neenga visuvasam katurathukaga inoruthara yen asinga paduthiringa.....,Positive
Vera Mana mugam the king maker,vera mana mugam the king maker,Positive
Mahesh Babu and thala Ajith mutual fans hit like,mahesh babu and thala ajith mutual fans hit like,Positive
1 million likes on wait pannuravanga oru hi sollunga..,1 million likes on wait pannuravanga oru hi sollunga..,Positive
Any Sri lankan die hard fans?,any sri lankan die hard fans?,Negative
Avara control pannunga plz semma ......... dialogue,avara control pannunga plz semma ......... dialogue,Positive
I am Chiyaan Vikram sir fan...  But I love Ajith Kumar sir.....,i am chiyaan vikram sir fan... but i love ajith kumar sir.....,Positive
Very bad na ethur paartha alavukku illa,very bad na ethur paartha alavukku illa,Mixed_feelings
Teaser super nu solra thalapathi rasikarkal like pannuga,teaser super nu solra thalapathi rasikarkal like pannuga,Positive
Ye to Pink movie ki tarah lag rahi h,ye to pink movie ki tarah lag rahi h,Positive
pink movie ka  coppy  lagta he,pink movie ka coppy lagta he,Positive
1 million likes varum nu solravanga like panunga,1 million likes varum nu solravanga like panunga,Positive
I think tapsee did better job,i think tapsee did better job,Positive
Thala thala thalaaaaa.....  I'm  waiting,thala thala thalaaaaa..... i'm waiting,Positive
Plz all r listen headset... Uvan bgm Vera level,plz all r listen headset... uvan bgm vera level,Positive
superb Superb superb thala i am your big fan from Myanmar,superb superb superb thala i am your big fan from myanmar,Positive
Ajith Sir! Kadaisiya sonna andha vasanam ella rasigarlukkum dhaan. Padam block buster aagum. Oru vijay rasigana Vaazhthukal.,ajith sir! kadaisiya sonna andha vasanam ella rasigarlukkum dhaan. padam block buster aagum. oru vijay rasigana vaazhthukal.,Positive
Entha oru publicityum illama oru trailer ku Ivlo likes vanga thalaiyala mattum than mudiyum,entha oru publicityum illama oru trailer ku ivlo likes vanga thalaiyala mattum than mudiyum,Positive
Neraya peru teaserna enna trailerna ennanu theriyama koovitu irukkanga... Trailer likes la thala than no 1...,neraya peru teaserna enna trailerna ennanu theriyama koovitu irukkanga... trailer likes la thala than no 1...,Positive
bhai pink hi hai na ?,bhai pink hi hai na ?,Positive
Thala mass U1 lost bgm semma,thala mass u1 lost bgm semma,Positive
Eu kiyanfga gshahtg sunga narayaaa mundjkag,eu kiyanfga gshahtg sunga narayaaa mundjkag,not-Tamil
Kollywood - we don't copy Bollywood. AMITABH Bachhan -,kollywood - we don't copy bollywood. amitabh bachhan -,Positive
Me no so so in love love an,me no so so in love love an,Positive
Intha trailera NEREYA NEREYA NEREYA NEREYA NEREYA thadavai pathavanga like pannunga,intha trailera nereya nereya nereya nereya nereya thadavai pathavanga like pannunga,Positive
Avara control panunga plz thalaiya yaralayum control pana mudiyadhu ra vena,avara control panunga plz thalaiya yaralayum control pana mudiyadhu ra vena,Positive
HIGHEST KOLLYWOOD FILM TRAILER  1ST VISWASAM 1.3M LIKES 2ND NERKONDA PAARVAI 721K LIKES,highest kollywood film trailer 1st viswasam 1.3m likes 2nd nerkonda paarvai 721k likes,Positive
Petta 713K LIKES Nerkonda paarvai 721K LIKES,petta 713k likes nerkonda paarvai 721k likes,Mixed_feelings
Salo Bollywood walo kuch sikho haramkhoro,salo bollywood walo kuch sikho haramkhoro,not-Tamil
Oruthar mela viswasam kaatradhukaga..yn inoruthara kevala paduthuringa,oruthar mela viswasam kaatradhukaga..yn inoruthara kevala paduthuringa,Positive
Thala no1 trading in Sri lanka,thala no1 trading in sri lanka,Positive
Thalada all India  Thala kottai,thalada all india thala kottai,Positive
pakka pkkaa varee agetuu ....Seagram vaaaa thala....,pakka pkkaa varee agetuu ....seagram vaaaa thala....,Positive
Marana waiting for NKP.....   Lub u thalaaaaaaaaaaaa,marana waiting for nkp..... lub u thalaaaaaaaaaaaa,Positive
wowwww thala vera Laval  thala daiiiiiiiiu massssssss,wowwww thala vera laval thala daiiiiiiiiu massssssss,Positive
Saaho 10m in 28 hours. Asit ajakkuku saavu mani adichitu poitaaru namma Bahubali.,saaho 10m in 28 hours. asit ajakkuku saavu mani adichitu poitaaru namma bahubali.,Negative
ilove you anna...next vishvaasam kaatta thala fans  naaga redy....,ilove you anna...next vishvaasam kaatta thala fans naaga redy....,Positive
Thala fans likes podunga Let make it 1M likes,thala fans likes podunga let make it 1m likes,Positive
Just 280 k likes Need for 1 M Likes...!!! MAKE IT SIMPLE,just 280 k likes need for 1 m likes...!!! make it simple,Positive
Ennada dislike stuck aguthu.. Kette kalvi nalarukkaaa!,ennada dislike stuck aguthu.. kette kalvi nalarukkaaa!,Mixed_feelings
Its just beginning VJMAAAAAAAAA n anilu kothi fans,its just beginning vjmaaaaaaaaa n anilu kothi fans,Mixed_feelings
It seems like that Nerknoda paarvai would be better than Pink....THALA,it seems like that nerknoda paarvai would be better than pink....thala,Positive
Vara level mass trailer H. VINOTH,vara level mass trailer h. vinoth,Positive
Dislike potavaagaa unaga vijay 63 varapa paarugadaa 300k dislikess,dislike potavaagaa unaga vijay 63 varapa paarugadaa 300k dislikess,Mixed_feelings
Samajh mai kuch  nahii aaya bas ajeet sir k liye poora trailer dekha,samajh mai kuch nahii aaya bas ajeet sir k liye poora trailer dekha,not-Tamil
720 k likes unmey pungge mudiyathu,720 k likes unmey pungge mudiyathu,Mixed_feelings
Thalai trailer athigama partha ullangaluku  congrats,thalai trailer athigama partha ullangaluku congrats,Positive
Thala nee vaa thala Marana waiting far nkp movieku,thala nee vaa thala marana waiting far nkp movieku,Positive
I think it is same like pink movie.,i think it is same like pink movie.,Positive
Breaking news: anil kunjukal avarkaludoya ammavai prabhas veetuku anupi vaithullanar,breaking news: anil kunjukal avarkaludoya ammavai prabhas veetuku anupi vaithullanar,Mixed_feelings
thalapathy trailer erangi iruntha Saahova oda vitturupom. Ajaakunga thar perumai pesiya naasama pona kathai thodargirathu.,thalapathy trailer erangi iruntha saahova oda vitturupom. ajaakunga thar perumai pesiya naasama pona kathai thodargirathu.,Negative
Thala naa Mass  Thala naa Class  Thala naa Gethu Thala naa Verithanam,thala naa mass thala naa class thala naa gethu thala naa verithanam,Positive
Wow nice trailer rajini kant super star,wow nice trailer rajini kant super star,Positive
"Yov Karthik subburaj ennaya ipudi eduthiruka, tharamana sambavam ya, super ya. Marana maaaaaaaaaaasssss","yov karthik subburaj ennaya ipudi eduthiruka, tharamana sambavam ya, super ya. marana maaaaaaaaaaasssss",Positive
Pakka thAna poreenga real masaA by 90 kids,pakka thana poreenga real masaa by 90 kids,Positive
Super star rajni sar is back.....,super star rajni sar is back.....,Positive
Idhan Idhan idha paaka than engikittu irundhom..trailer eh ippadi appo full movie?,idhan idhan idha paaka than engikittu irundhom..trailer eh ippadi appo full movie?,Positive
Vera vera vera level thalaiva Ani bgm tharikuthu karthic makes magicvjs superrr sasikumar,vera vera vera level thalaiva ani bgm tharikuthu karthic makes magicvjs superrr sasikumar,Positive
1:55 to 2:05 enjoy pannuga pa,1:55 to 2:05 enjoy pannuga pa,Positive
Thalaivara vanga vanga  kola mass irukku... Mor(10.00) mani showkku kandippa unka tharasinam tha...,thalaivara vanga vanga kola mass irukku... mor(10.00) mani showkku kandippa unka tharasinam tha...,Positive
viswasathuku sirappana tharamana sambavangalai ini thaan paarka poreenga,viswasathuku sirappana tharamana sambavangalai ini thaan paarka poreenga,Mixed_feelings
Sirappana tharamaana padatha pongal annaiku paakaporeenga,sirappana tharamaana padatha pongal annaiku paakaporeenga,Positive
Yaar Yaar lam indha movie oda bluesattai review ku wait pandringa like podunga paklam,yaar yaar lam indha movie oda bluesattai review ku wait pandringa like podunga paklam,unknown_state
boss yen treand la katta matangudhu,boss yen treand la katta matangudhu,Mixed_feelings
Kathi bgm o ending la 🤔,kathi bgm o ending la 🤔,Negative
Karthick subburaj... Nandri ... Rajniya thirupi paathaachu..,karthick subburaj... nandri ... rajniya thirupi paathaachu..,Positive
Thank You Karthik Suburaj Tharamaana Trailer Ku,thank you karthik suburaj tharamaana trailer ku,Positive
Kola gandula irrukan mavene kolama vidamatten,kola gandula irrukan mavene kolama vidamatten,unknown_state
Visvasam movie ah kandu pinvagiya petta,visvasam movie ah kandu pinvagiya petta,Mixed_feelings
2.08 to 2.10 gun rotating style semma super,2.08 to 2.10 gun rotating style semma super,Positive
"Wow 13million views, 610k likes...Vaazhga RAJNIKANTH","wow 13million views, 610k likes...vaazhga rajnikanth",Positive
Thalaiva  trailer 10 times parthuda innumu slikkal pathutte irukkanum pola irukku I love Rajini sir,thalaiva trailer 10 times parthuda innumu slikkal pathutte irukkanum pola irukku i love rajini sir,Positive
Chumma adhirudu illa. Arumai thalaivare. Ninga pallaandu nalamudan vaazhanum.,chumma adhirudu illa. arumai thalaivare. ninga pallaandu nalamudan vaazhanum.,Positive
Vera level thalaivar maassu pakka Maas petta paraak ilamai thirumputhe,vera level thalaivar maassu pakka maas petta paraak ilamai thirumputhe,Positive
100% blockbuster... Thalaivar fan from kerala,100% blockbuster... thalaivar fan from kerala,Positive
Anirudh... pinraaru....   Bgm alludhu....,anirudh... pinraaru.... bgm alludhu....,Positive
Ajith fan:viswasam da....  Rajini fan: petta da....  Vijay fan : yadhu paesrusunu adichi kammi da....,ajith fan:viswasam da.... rajini fan: petta da.... vijay fan : yadhu paesrusunu adichi kammi da....,unknown_state
thalivya rajnii Anna style like cheyendii,thalivya rajnii anna style like cheyendii,Positive
times mela pathavanga thatra like button ah,times mela pathavanga thatra like button ah,unknown_state
Talaivaaaaaaaaaaaa I love you Marana mass 100%  trailer,talaivaaaaaaaaaaaa i love you marana mass 100% trailer,Positive
